route,point,territory,house,route_id
36,Shibganj,Chapai,M/S Haque & Co.,3243
36,Adamdighi,Naogaon,Channa & Brothers,3244
36,Baraigram,Natore,Sumon Trading Corporation,3245
36,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3246
36,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3247
36,Hatibandha,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3248
36,Parkmore,Rangpur,"Shaireen Enterprise, Rangpur",3249
36,Kishoreganj (RAJ),Saidpur,"Shaireen Enterprise, Nilphamary",3250
360,Keranihat (MAQ),Patiya,MAQ Distribution,3251
361,Keranihat (MAQ),Patiya,MAQ Distribution,3252
362,Keranihat (MAQ),Patiya,MAQ Distribution,3253
362,Khulna,Khulna Metro-1,Rafiq Enterprise,3254
363,Keranihat (MAQ),Patiya,MAQ Distribution,3255
363,Khulna,Khulna Metro-1,Rafiq Enterprise,3256
364,Bandarban (MAQ),Patiya,MAQ Distribution,3257
364,Khulna,Khulna Metro-1,Rafiq Enterprise,3258
365,Bandarban (MAQ),Patiya,MAQ Distribution,3259
366,Bandarban (MAQ),Patiya,MAQ Distribution,3260
367,Bandarban (MAQ),Patiya,MAQ Distribution,3261
368,Bandarban (MAQ),Patiya,MAQ Distribution,3262
37,Badda,Gulshan,"Agrani Trading Corporation, Gulshan",3263
37,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3264
37,Banasree,Mogbazar,"Agrani Trading Corporation, Mogbazar",3265
37,Bhulta,Matuail,"Agrani Trading Corporation, Mogbazar",3266
37,Jatrabari,Motijheel,"Agrani Trading Corporation, Mogbazar",3267
37,Hemayetpur,Savar,"Agrani Trading Company Ltd, Savar",3268
37,Tongi,Tongi,Azahar Trading Ltd.,3269
37,Halishahar,CTG Port,Zawad Enterprise,3270
37,Hadi Fakir Hat,Sitakunda,Arafa Store,3271
37,Rahattar Pul,Kotwali (CTG),MAQ Distribution,3272
37,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3273
37,Cumilla-1,Cumilla-1,M/S Rupali Traders,3274
37,Daudkandi,Daudkandi,Abdul Latif Chowdhury,3275
37,Chhagalnaiya,Feni-1,Rokeya & Sons,3276
37,Bogura,Bogura-1,Mr Brothers,3277
37,Chatmohar,Ishwardi,Daffodils,3278
37,Sujanagar,Pabna,Sales Connect Limited,3279
37,Fulbari,Dinajpur,Moulovi Brothers,3280
37,Panchbibi,Joypurhat,M/S. Spectrum Trading Corporation,3281
37,Shibganj,Chapai,M/S Haque & Co.,3282
37,Adamdighi,Naogaon,Channa & Brothers,3283
37,Baraigram,Natore,Sumon Trading Corporation,3284
37,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3285
37,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3286
37,Hatibandha,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3287
37,Parkmore,Rangpur,"Shaireen Enterprise, Rangpur",3288
37,Nilphamari,Saidpur,"Shaireen Enterprise, Nilphamary",3289
372,Khanhat (MAQ),Patiya,MAQ Distribution,3290
373,Khanhat (MAQ),Patiya,MAQ Distribution,3291
374,Khanhat (MAQ),Patiya,MAQ Distribution,3292
375,Khanhat (MAQ),Patiya,MAQ Distribution,3293
376,Khanhat (MAQ),Patiya,MAQ Distribution,3294
377,Khanhat (MAQ),Patiya,MAQ Distribution,3295
378,Khanhat (MAQ),Patiya,MAQ Distribution,3296
379,Khanhat (MAQ),Patiya,MAQ Distribution,3297
38,Badda,Gulshan,"Agrani Trading Corporation, Gulshan",3298
38,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3299
38,Banasree,Mogbazar,"Agrani Trading Corporation, Mogbazar",3300
38,Bhulta,Matuail,"Agrani Trading Corporation, Mogbazar",3301
38,Jatrabari,Motijheel,"Agrani Trading Corporation, Mogbazar",3302
38,Hemayetpur,Savar,"Agrani Trading Company Ltd, Savar",3303
38,Tongi,Tongi,Azahar Trading Ltd.,3304
38,Halishahar,CTG Port,Zawad Enterprise,3305
38,Hadi Fakir Hat,Sitakunda,Arafa Store,3306
38,Rahattar Pul,Kotwali (CTG),MAQ Distribution,3307
38,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3308
38,Cumilla-1,Cumilla-1,M/S Rupali Traders,3309
38,Daudkandi,Daudkandi,Abdul Latif Chowdhury,3310
38,Chhagalnaiya,Feni-1,Rokeya & Sons,3311
38,Bogura,Bogura-1,Mr Brothers,3312
38,Chatmohar,Ishwardi,Daffodils,3313
38,Sujanagar,Pabna,Sales Connect Limited,3314
38,Fulbari,Dinajpur,Moulovi Brothers,3315
38,Panchbibi,Joypurhat,M/S. Spectrum Trading Corporation,3316
38,Shibganj,Chapai,M/S Haque & Co.,3317
38,Adamdighi,Naogaon,Channa & Brothers,3318
38,Baraigram,Natore,Sumon Trading Corporation,3319
38,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3320
38,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3321
38,Hatibandha,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3322
38,Parkmore,Rangpur,"Shaireen Enterprise, Rangpur",3323
38,Nilphamari,Saidpur,"Shaireen Enterprise, Nilphamary",3324
39,Badda,Gulshan,"Agrani Trading Corporation, Gulshan",3325
39,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3326
39,Banasree,Mogbazar,"Agrani Trading Corporation, Mogbazar",3327
39,Bhulta,Matuail,"Agrani Trading Corporation, Mogbazar",3328
39,Jatrabari,Motijheel,"Agrani Trading Corporation, Mogbazar",3329
39,Hemayetpur,Savar,"Agrani Trading Company Ltd, Savar",3330
39,Tongi,Tongi,Azahar Trading Ltd.,3331
39,Halishahar,CTG Port,Zawad Enterprise,3332
39,Hadi Fakir Hat,Sitakunda,Arafa Store,3333
39,Rahattar Pul,Kotwali (CTG),MAQ Distribution,3334
39,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3335
39,Cumilla-1,Cumilla-1,M/S Rupali Traders,3336
39,Daudkandi,Daudkandi,Abdul Latif Chowdhury,3337
39,Chhagalnaiya,Feni-1,Rokeya & Sons,3338
39,Bogura,Bogura-1,Mr Brothers,3339
39,Chatmohar,Ishwardi,Daffodils,3340
39,Sujanagar,Pabna,Sales Connect Limited,3341
39,Fulbari,Dinajpur,Moulovi Brothers,3342
39,Panchbibi,Joypurhat,M/S. Spectrum Trading Corporation,3343
39,Zero Point,Chapai,M/S Haque & Co.,3344
39,Adamdighi,Naogaon,Channa & Brothers,3345
39,Baraigram,Natore,Sumon Trading Corporation,3346
39,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3347
39,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3348
39,Hatibandha,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3349
39,Parkmore,Rangpur,"Shaireen Enterprise, Rangpur",3350
39,Nilphamari,Saidpur,"Shaireen Enterprise, Nilphamary",3351
4,Gulshan,Gulshan,"Agrani Trading Corporation, Gulshan",3352
4,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3353
4,Mogbazar,Mogbazar,"Agrani Trading Corporation, Mogbazar",3354
4,Matuail,Matuail,"Agrani Trading Corporation, Mogbazar",3355
4,Motijheel,Motijheel,"Agrani Trading Corporation, Mogbazar",3356
4,Narayanganj,Narayanganj,The Jamal & Co - Narayanganj,3357
4,Savar,Savar,"Agrani Trading Company Ltd, Savar",3358
4,Board Bazar,Tongi,Azahar Trading Ltd.,3359
4,EPZ,CTG Port,Zawad Enterprise,3360
4,Fouzderhat,Sitakunda,Arafa Store,3361
4,Dewanhat,Kotwali (CTG),MAQ Distribution,3362
4,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3363
4,Cumilla-1,Cumilla-1,M/S Rupali Traders,3364
4,Daudkandi,Daudkandi,Abdul Latif Chowdhury,3365
4,Feni,Feni-1,Rokeya & Sons,3366
4,Laksham,Laksam,M/S. Momin Store,3367
4,Bogura,Bogura-1,Mr Brothers,3368
4,Ishwardi,Ishwardi,Daffodils,3369
4,Pabna,Pabna,Sales Connect Limited,3370
4,Dinajpur,Dinajpur,Moulovi Brothers,3371
4,Joypurhat,Joypurhat,M/S. Spectrum Trading Corporation,3372
4,Chapai Nawabganj,Chapai,M/S Haque & Co.,3373
4,Naogaon,Naogaon,Channa & Brothers,3374
4,Natore,Natore,Sumon Trading Corporation,3375
4,Rajshahi-1,Rajshahi 1,M/S Abul Hossain,3376
4,Kurigram,Kurigram,"Asiatic Distributions Limited, Kurigram",3377
4,Lalmonirhat,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3378
4,Rangpur,Rangpur,"Shaireen Enterprise, Rangpur",3379
4,Saidpur,Saidpur,"Shaireen Enterprise, Nilphamary",3380
40,Badda,Gulshan,"Agrani Trading Corporation, Gulshan",3381
40,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3382
40,Banasree,Mogbazar,"Agrani Trading Corporation, Mogbazar",3383
40,Bhulta,Matuail,"Agrani Trading Corporation, Mogbazar",3384
40,Jatrabari,Motijheel,"Agrani Trading Corporation, Mogbazar",3385
40,Hemayetpur,Savar,"Agrani Trading Company Ltd, Savar",3386
40,Tongi,Tongi,Azahar Trading Ltd.,3387
40,Halishahar,CTG Port,Zawad Enterprise,3388
40,Mithachora,Sitakunda,Arafa Store,3389
40,Rahattar Pul,Kotwali (CTG),MAQ Distribution,3390
40,Chandpur,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3391
40,Cumilla-1,Cumilla-1,M/S Rupali Traders,3392
40,Homna,Daudkandi,Abdul Latif Chowdhury,3393
40,Chhagalnaiya,Feni-1,Rokeya & Sons,3394
40,Bogura,Bogura-1,Mr Brothers,3395
40,Chatmohar,Ishwardi,Daffodils,3396
40,Sujanagar,Pabna,Sales Connect Limited,3397
40,Fulbari,Dinajpur,Moulovi Brothers,3398
40,Panchbibi,Joypurhat,M/S. Spectrum Trading Corporation,3399
40,Zero Point,Chapai,M/S Haque & Co.,3400
40,Adamdighi,Naogaon,Channa & Brothers,3401
40,Singra,Natore,Sumon Trading Corporation,3402
40,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3403
40,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3404
40,Borokhata,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3405
40,Badarganj,Rangpur,"Shaireen Enterprise, Rangpur",3406
40,Nilphamari,Saidpur,"Shaireen Enterprise, Nilphamary",3407
401,Sreenagar,Sreenagar,Sales Promotion Service,3408
401,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3409
401,Mawna,Mawna,M/S. A.M.I & Company,3410
401,Maijdee,Maijdee,M/S Sanjib Mazumder,3411
401,Sarail,B. Baria,ADL B.BARIA,3412
401,Nabiganj (SYL),Habiganj,ADL Habiganj,3413
401,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3414
401,Haluaghat,Mymensingh 1,Noor Sons,3415
401,Kalmakanda,Netrokona,Shashi Mohan Roy,3416
401,Nakla,Sherpur,Amin Distribution Company Ltd.,3417
401,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3418
401,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3419
401,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3420
401,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3421
401,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3422
401,Chowgacha,Jashore-1,M/S Azizur Rahman,3423
401,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3424
401,Shyamnagar,Satkhira,M/S Sheikh Brothers,3425
401,Darshana,Chuadanga,Desh Trade Link,3426
401,Poradaha,Kushtia,Joarder Traders,3427
401,Arpara,Magura,Akram Enterprise,3428
401,Mathbaria,Barguna,"Hajee & Sons, Barguna",3429
401,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3430
401,Lalmohan,Bhola,A. Rahman & Sons,3431
401,Kalaya,Patuakhali,Hajee & Sons,3432
401,Madhukhali,Faridpur,AKHTER ENTERPRISE,3433
401,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3434
401,Shibchar,Shariatpur,SPS Shariatpur,3435
402,Sreenagar,Sreenagar,Sales Promotion Service,3436
402,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3437
402,Mawna,Mawna,M/S. A.M.I & Company,3438
402,Maijdee,Maijdee,M/S Sanjib Mazumder,3439
402,Sarail,B. Baria,ADL B.BARIA,3440
402,Nabiganj (SYL),Habiganj,ADL Habiganj,3441
402,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3442
402,Haluaghat,Mymensingh 1,Noor Sons,3443
402,Kalmakanda,Netrokona,Shashi Mohan Roy,3444
402,Nakla,Sherpur,Amin Distribution Company Ltd.,3445
402,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3446
402,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3447
402,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3448
402,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3449
402,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3450
402,Chowgacha,Jashore-1,M/S Azizur Rahman,3451
402,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3452
402,Shyamnagar,Satkhira,M/S Sheikh Brothers,3453
402,Darshana,Chuadanga,Desh Trade Link,3454
402,Horinakundu,Jhenaidah,Sanaullah Traders,3455
402,Poradaha,Kushtia,Joarder Traders,3456
402,Arpara,Magura,Akram Enterprise,3457
402,Mathbaria,Barguna,"Hajee & Sons, Barguna",3458
402,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3459
402,Lalmohan,Bhola,A. Rahman & Sons,3460
402,Kalaya,Patuakhali,Hajee & Sons,3461
402,Madhukhali,Faridpur,AKHTER ENTERPRISE,3462
402,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3463
402,Shibchar,Shariatpur,SPS Shariatpur,3464
403,Sreenagar,Sreenagar,Sales Promotion Service,3465
403,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3466
403,Mawna,Mawna,M/S. A.M.I & Company,3467
403,Maijdee,Maijdee,M/S Sanjib Mazumder,3468
403,Sarail,B. Baria,ADL B.BARIA,3469
403,Nabiganj (SYL),Habiganj,ADL Habiganj,3470
403,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3471
403,Haluaghat,Mymensingh 1,Noor Sons,3472
403,Kalmakanda,Netrokona,Shashi Mohan Roy,3473
403,Nakla,Sherpur,Amin Distribution Company Ltd.,3474
403,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3475
403,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3476
403,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3477
403,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3478
403,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3479
403,Chowgacha,Jashore-1,M/S Azizur Rahman,3480
403,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3481
403,Shyamnagar,Satkhira,M/S Sheikh Brothers,3482
403,Darshana,Chuadanga,Desh Trade Link,3483
403,Horinakundu,Jhenaidah,Sanaullah Traders,3484
403,Poradaha,Kushtia,Joarder Traders,3485
403,Arpara,Magura,Akram Enterprise,3486
403,Mathbaria,Barguna,"Hajee & Sons, Barguna",3487
403,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3488
403,Lalmohan,Bhola,A. Rahman & Sons,3489
403,Kalaya,Patuakhali,Hajee & Sons,3490
403,Madhukhali,Faridpur,AKHTER ENTERPRISE,3491
403,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3492
403,Shibchar,Shariatpur,SPS Shariatpur,3493
404,Sreenagar,Sreenagar,Sales Promotion Service,3494
404,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3495
404,Mawna,Mawna,M/S. A.M.I & Company,3496
404,Maijdee,Maijdee,M/S Sanjib Mazumder,3497
404,Sarail,B. Baria,ADL B.BARIA,3498
404,Nabiganj (SYL),Habiganj,ADL Habiganj,3499
404,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3500
404,Haluaghat,Mymensingh 1,Noor Sons,3501
404,Kalmakanda,Netrokona,Shashi Mohan Roy,3502
404,Nakla,Sherpur,Amin Distribution Company Ltd.,3503
404,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3504
404,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3505
404,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3506
404,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3507
404,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3508
404,Chowgacha,Jashore-1,M/S Azizur Rahman,3509
404,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3510
404,Shyamnagar,Satkhira,M/S Sheikh Brothers,3511
404,Darshana,Chuadanga,Desh Trade Link,3512
404,Horinakundu,Jhenaidah,Sanaullah Traders,3513
404,Poradaha,Kushtia,Joarder Traders,3514
404,Arpara,Magura,Akram Enterprise,3515
404,Mathbaria,Barguna,"Hajee & Sons, Barguna",3516
404,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3517
404,Lalmohan,Bhola,A. Rahman & Sons,3518
404,Kalaya,Patuakhali,Hajee & Sons,3519
404,Madhukhali,Faridpur,AKHTER ENTERPRISE,3520
404,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3521
404,Shibchar,Shariatpur,SPS Shariatpur,3522
405,Sreenagar,Sreenagar,Sales Promotion Service,3523
405,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3524
405,Mawna,Mawna,M/S. A.M.I & Company,3525
405,Maijdee,Maijdee,M/S Sanjib Mazumder,3526
405,Sarail,B. Baria,ADL B.BARIA,3527
405,Nabiganj (SYL),Habiganj,ADL Habiganj,3528
405,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3529
405,Haluaghat,Mymensingh 1,Noor Sons,3530
405,Kalmakanda,Netrokona,Shashi Mohan Roy,3531
405,Nakla,Sherpur,Amin Distribution Company Ltd.,3532
405,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3533
405,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3534
405,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3535
405,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3536
405,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3537
405,Chowgacha,Jashore-1,M/S Azizur Rahman,3538
405,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3539
405,Shyamnagar,Satkhira,M/S Sheikh Brothers,3540
405,Darshana,Chuadanga,Desh Trade Link,3541
405,Horinakundu,Jhenaidah,Sanaullah Traders,3542
405,Poradaha,Kushtia,Joarder Traders,3543
405,Arpara,Magura,Akram Enterprise,3544
405,Mathbaria,Barguna,"Hajee & Sons, Barguna",3545
405,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3546
405,Lalmohan,Bhola,A. Rahman & Sons,3547
405,Kalaya,Patuakhali,Hajee & Sons,3548
405,Madhukhali,Faridpur,AKHTER ENTERPRISE,3549
405,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3550
405,Shibchar,Shariatpur,SPS Shariatpur,3551
406,Sreenagar,Sreenagar,Sales Promotion Service,3552
406,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3553
406,Mawna,Mawna,M/S. A.M.I & Company,3554
406,Maijdee,Maijdee,M/S Sanjib Mazumder,3555
406,Nabiganj (SYL),Habiganj,ADL Habiganj,3556
406,Rajnagar,Moulvibazar,MBKB Ltd (Moulvibazar),3557
406,Haluaghat,Mymensingh 1,Noor Sons,3558
406,Kalmakanda,Netrokona,Shashi Mohan Roy,3559
406,Nakla,Sherpur,Amin Distribution Company Ltd.,3560
406,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3561
406,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3562
406,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3563
406,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3564
406,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3565
406,Chowgacha,Jashore-1,M/S Azizur Rahman,3566
406,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3567
406,Shyamnagar,Satkhira,M/S Sheikh Brothers,3568
406,Darshana,Chuadanga,Desh Trade Link,3569
406,Horinakundu,Jhenaidah,Sanaullah Traders,3570
406,Poradaha,Kushtia,Joarder Traders,3571
406,Arpara,Magura,Akram Enterprise,3572
406,Mathbaria,Barguna,"Hajee & Sons, Barguna",3573
406,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3574
406,Lalmohan,Bhola,A. Rahman & Sons,3575
406,Kalaya,Patuakhali,Hajee & Sons,3576
406,Madhukhali,Faridpur,AKHTER ENTERPRISE,3577
406,Baliakandi,Rajbari,M/S Tarik Ahmed Dipu (Rajbari),3578
406,Shibchar,Shariatpur,SPS Shariatpur,3579
407,Sreenagar,Sreenagar,Sales Promotion Service,3580
407,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3581
407,Mawna,Mawna,M/S. A.M.I & Company,3582
407,Maijdee,Maijdee,M/S Sanjib Mazumder,3583
407,Nabiganj (SYL),Habiganj,ADL Habiganj,3584
407,Haluaghat,Mymensingh 1,Noor Sons,3585
407,Kalmakanda,Netrokona,Shashi Mohan Roy,3586
407,Nakla,Sherpur,Amin Distribution Company Ltd.,3587
407,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3588
407,Pakundia,Kishoreganj,M. Islam Trade Co. Ltd.,3589
407,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3590
407,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3591
407,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3592
407,Chowgacha,Jashore-1,M/S Azizur Rahman,3593
407,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3594
407,Shyamnagar,Satkhira,M/S Sheikh Brothers,3595
407,Darshana,Chuadanga,Desh Trade Link,3596
407,Poradaha,Kushtia,Joarder Traders,3597
407,Arpara,Magura,Akram Enterprise,3598
407,Mathbaria,Barguna,"Hajee & Sons, Barguna",3599
407,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3600
407,Lalmohan,Bhola,A. Rahman & Sons,3601
407,Kalaya,Patuakhali,Hajee & Sons,3602
407,Madhukhali,Faridpur,AKHTER ENTERPRISE,3603
407,Shibchar,Shariatpur,SPS Shariatpur,3604
408,Sreenagar,Sreenagar,Sales Promotion Service,3605
408,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3606
408,Mawna,Mawna,M/S. A.M.I & Company,3607
408,Maijdee,Maijdee,M/S Sanjib Mazumder,3608
408,Nabiganj (SYL),Habiganj,ADL Habiganj,3609
408,Haluaghat,Mymensingh 1,Noor Sons,3610
408,Nakla,Sherpur,Amin Distribution Company Ltd.,3611
408,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3612
408,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3613
408,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3614
408,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3615
408,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3616
408,Shyamnagar,Satkhira,M/S Sheikh Brothers,3617
408,Darshana,Chuadanga,Desh Trade Link,3618
408,Arpara,Magura,Akram Enterprise,3619
408,Mathbaria,Barguna,"Hajee & Sons, Barguna",3620
408,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3621
408,Lalmohan,Bhola,A. Rahman & Sons,3622
408,Kalaya,Patuakhali,Hajee & Sons,3623
408,Shibchar,Shariatpur,SPS Shariatpur,3624
409,Sreenagar,Sreenagar,Sales Promotion Service,3625
409,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3626
409,Mawna,Mawna,M/S. A.M.I & Company,3627
409,Maijdee,Maijdee,M/S Sanjib Mazumder,3628
409,Nabiganj (SYL),Habiganj,ADL Habiganj,3629
409,Haluaghat,Mymensingh 1,Noor Sons,3630
409,Nakla,Sherpur,Amin Distribution Company Ltd.,3631
409,Kuliarchar,Bhairab,"J R Corporation Limited, Bhairab",3632
409,Araihazar,Narsingdi 1,"J R Corporation Limited, Narsingdi",3633
409,Chhatak,Sunamganj,Moula Baksh Karim Boksh,3634
409,Chandipul,Sylhet Metro 1,Moula Baksh Karim Boksh Ltd.,3635
409,Bagerhat,Khulna Metro-2,Rafiq Enterprise,3636
409,Shyamnagar,Satkhira,M/S Sheikh Brothers,3637
409,Darshana,Chuadanga,Desh Trade Link,3638
409,Arpara,Magura,Akram Enterprise,3639
409,Mathbaria,Barguna,"Hajee & Sons, Barguna",3640
409,Jhalakati,Barishal-2,M/S BARISHAL J AHMED & CO.,3641
409,Lalmohan,Bhola,A. Rahman & Sons,3642
409,Kalaya,Patuakhali,Hajee & Sons,3643
409,Shibchar,Shariatpur,SPS Shariatpur,3644
41,Badda,Gulshan,"Agrani Trading Corporation, Gulshan",3645
41,Mirpur-1,Mirpur,"Agrani Trading Corporation, Mirpur",3646
41,Banasree,Mogbazar,"Agrani Trading Corporation, Mogbazar",3647
41,Bhulta,Matuail,"Agrani Trading Corporation, Mogbazar",3648
41,Jatrabari,Motijheel,"Agrani Trading Corporation, Mogbazar",3649
41,Hemayetpur,Savar,"Agrani Trading Company Ltd, Savar",3650
41,Tongi,Tongi,Azahar Trading Ltd.,3651
41,Halishahar,CTG Port,Zawad Enterprise,3652
41,Mithachora,Sitakunda,Arafa Store,3653
41,Rahattar Pul,Kotwali (CTG),MAQ Distribution,3654
41,Matlab South,Chandpur,"M/S. Abdul Latif Chowdhury, Chandpur",3655
41,Cumilla-1,Cumilla-1,M/S Rupali Traders,3656
41,Homna,Daudkandi,Abdul Latif Chowdhury,3657
41,Chhagalnaiya,Feni-1,Rokeya & Sons,3658
41,Chatkhil,Laksam,M/S. Momin Store,3659
41,Bogura,Bogura-1,Mr Brothers,3660
41,Chatmohar,Ishwardi,Daffodils,3661
41,Santhia,Pabna,Sales Connect Limited,3662
41,Fulbari,Dinajpur,Moulovi Brothers,3663
41,Panchbibi,Joypurhat,M/S. Spectrum Trading Corporation,3664
41,Zero Point,Chapai,M/S Haque & Co.,3665
41,Adamdighi,Naogaon,Channa & Brothers,3666
41,Singra,Natore,Sumon Trading Corporation,3667
41,Rajshahi-2,Rajshahi 2,M/S Abul Hossain,3668
41,Nageswari,Kurigram,"Asiatic Distributions Limited, Kurigram",3669
41,Borokhata,Lalmonirhat,Asiatic Distributions Limited  Lalmonirhat,3670
41,Badarganj,Rangpur,"Shaireen Enterprise, Rangpur",3671
41,Nilphamari,Saidpur,"Shaireen Enterprise, Nilphamary",3672
410,Sreenagar,Sreenagar,Sales Promotion Service,3673
410,Mirzapur,Tangail,"Agrani Trading Company Ltd, Tangail",3674
410,Mawna,Mawna,M/S. A.M.I & Company,3675
410,Maijdee,Maijdee,M/S Sanjib Mazumder,3676
410,Nabiganj (SYL),Habiganj,ADL Habiganj,3677
410,Haluaghat,Mymensingh 1,Noor Sons,3678
410,Nakla,Sherpur,Amin Distribution Company Ltd.,3679
